cop,cf,temp,cf_orig,heating load (mmbtu),heating load (ton),heating load/cf_orig,heating_load/cf
1.582,0.514,5,0.5136,1.78641173,148.8676442,289.8513321,289.6257669
1.499,0.493,3.2,0.49272,2.27309178,189.424315,384.4461662,384.2278195
1.665,0.534,6.8,0.53448,1.53670845,128.0590375,239.5955648,239.8109316
1.831,0.576,10.4,0.57624,1.61387276,134.4893967,233.3912895,233.4885359
1.998,0.618,14,0.618,1.09296509,91.08042417,147.3793271,147.3793271
2.081,0.639,15.8,0.63888,1.20002018,100.0016817,156.5265491,156.4971544
2.247,0.681,19.4,0.68064,0.84723239,70.60269917,103.7298707,103.6750355
2.33,0.702,21.2,0.70152,0.95823952,79.85329333,113.8289619,113.7511301
2.33,0.702,21.2,0.70152,0.84943948,70.78662333,100.9046404,100.8356458
2.33,0.702,21.2,0.70152,0.97624826,81.35402167,115.9682143,115.8889198
2.247,0.681,19.4,0.68064,0.92934457,77.44538083,113.7831759,113.7230262
2.164,0.66,17.6,0.65976,1.26449717,105.3747642,159.7168124,159.6587336
2.081,0.639,15.8,0.63888,1.24531274,103.7760617,162.4343565,162.4038524
2.081,0.639,15.8,0.63888,1.60577292,133.81441,209.4515558,209.4122222
2.081,0.639,15.8,0.63888,1.30202441,108.5020342,169.8316337,169.7997405
2.164,0.66,17.6,0.65976,1.53639951,128.0332925,194.0604045,193.9898371
2.164,0.66,17.6,0.65976,1.20738325,100.6152708,152.5028356,152.4473801
2.164,0.66,17.6,0.65976,1.30949907,109.1249225,165.4009375,165.3407917
2.164,0.66,17.6,0.65976,0.99586251,82.9885425,125.7859563,125.7402159
2.247,0.681,19.4,0.68064,1.06766121,88.9717675,130.717806,130.6487041
2.247,0.681,19.4,0.68064,0.92383018,76.98584833,113.1080282,113.0482354
2.247,0.681,19.4,0.68064,0.99094547,82.57878917,121.3252074,121.2610707
2.247,0.681,19.4,0.68064,0.87343794,72.786495,106.9383154,106.8817841
2.247,0.681,19.4,0.68064,1.03357147,86.13095583,126.54407,126.4771745
2.33,0.702,21.2,0.70152,0.93963952,78.30329333,111.6194739,111.5431529
2.33,0.702,21.2,0.70152,1.18091333,98.40944417,140.2803116,140.1843934
2.414,0.722,23,0.7224,0.96804566,80.67047167,111.6700881,111.7319552
2.497,0.743,24.8,0.74328,0.91406213,76.17184417,102.4806858,102.5193057
2.58,0.764,26.6,0.76416,0.69332716,57.77726333,75.60885591,75.62469023
2.58,0.764,26.6,0.76416,0.7390225,61.58520833,80.59203352,80.60891143
2.497,0.743,24.8,0.74328,0.64138613,53.44884417,71.90943408,71.9365332
2.414,0.722,23,0.7224,0.67570877,56.30906417,77.94720953,77.99039358
2.414,0.722,23,0.7224,0.48698753,40.58229417,56.17704065,56.20816367
2.33,0.702,21.2,0.70152,0.64199677,53.49973083,76.26258814,76.21044278
2.247,0.681,19.4,0.68064,0.67118654,55.93221167,82.17591042,82.13246941
2.164,0.66,17.6,0.65976,0.94613225,78.84435417,119.5045989,119.4611427
2.164,0.66,17.6,0.65976,0.86748167,72.29013917,109.5703577,109.5305139
2.081,0.639,15.8,0.63888,1.12111798,93.42649833,146.2348146,146.2073526
2.081,0.639,15.8,0.63888,1.04457079,87.04756583,136.2502596,136.2246727
1.998,0.618,14,0.618,1.38394436,115.3286967,186.616014,186.616014
1.915,0.597,12.2,0.59712,1.41061571,117.5513092,196.8637948,196.9033654
1.831,0.576,10.4,0.57624,2.02676929,168.8974408,293.1025976,293.2247237
1.831,0.576,10.4,0.57624,1.77936813,148.2806775,257.3245132,257.4317318
1.748,0.555,8.6,0.55536,2.18324413,181.9370108,327.6019354,327.8144339
1.748,0.555,8.6,0.55536,1.8244135,152.0344583,273.758388,273.935961
1.665,0.534,6.8,0.53448,2.4905584,207.5465333,388.314873,388.6639201
1.665,0.534,6.8,0.53448,1.87546677,156.2888975,292.4129949,292.675838
1.665,0.534,6.8,0.53448,2.3256942,193.80785,362.610107,362.9360487
1.582,0.514,5,0.5136,7.5519657,629.330475,1225.331922,1224.378356
1.582,0.514,5,0.5136,8.21354661,684.4622175,1332.675657,1331.638555
1.499,0.493,3.2,0.49272,5.59773077,466.4775642,946.7396577,946.2019557
1.582,0.514,5,0.5136,4.83727879,403.1065658,784.8648089,784.2540191
1.582,0.514,5,0.5136,3.60056754,300.047295,584.2042348,583.7496012
1.582,0.514,5,0.5136,2.7472043,228.9336917,445.7431691,445.3962873
1.582,0.514,5,0.5136,2.20068914,183.3907617,357.06924,356.7913651
1.665,0.534,6.8,0.53448,1.57036381,130.8636508,244.842933,245.0630165
1.665,0.534,6.8,0.53448,1.25980224,104.98352,196.4217931,196.5983521
1.665,0.534,6.8,0.53448,0.99934604,83.27883667,155.8128212,155.9528777
1.582,0.514,5,0.5136,1.00420708,83.68392333,162.9359878,162.8091894
1.416,0.472,1.4,0.47184,1.6615677,138.463975,293.4553556,293.3558792
1.333,0.451,-0.4,0.45096,2.46238194,205.198495,455.0259336,454.9855765
1.249,0.43,-2.2,0.43008,2.81526504,234.60542,545.492513,545.594
1.249,0.43,-2.2,0.43008,3.5617936,296.8161333,690.1416791,690.2700775
1.333,0.451,-0.4,0.45096,4.79007039,399.1725325,885.1617272,885.0832206
1.416,0.472,1.4,0.47184,0.17103237,14.2526975,30.20663254,30.19639301
1.499,0.493,3.2,0.49272,0.81949967,68.29163917,138.6013135,138.5225947
1.499,0.493,3.2,0.49272,1.06653559,88.87796583,180.3822979,180.2798496
1.499,0.493,3.2,0.49272,1.42460377,118.7169808,240.9420783,240.805235
1.582,0.514,5,0.5136,1.4764075,123.0339583,239.5520996,239.3656777
1.665,0.534,6.8,0.53448,1.59394512,132.82876,248.5196078,248.7429963
1.748,0.555,8.6,0.55536,1.56084111,130.0700925,234.2086079,234.360527
1.748,0.555,8.6,0.55536,1.81038958,150.8657983,271.6540592,271.8302673
1.582,0.514,5,0.5136,4.92005192,410.0043267,798.2950286,797.6737873
1.416,0.472,1.4,0.47184,6.52983281,544.1527342,1153.256897,1152.865962
1.333,0.451,-0.4,0.45096,3.97690205,331.4085042,734.8955654,734.8303862
1.249,0.43,-2.2,0.43008,3.31007418,275.839515,641.3679199,641.4872442
1.249,0.43,-2.2,0.43008,2.868227,239.0189167,555.7545495,555.8579457
1.333,0.451,-0.4,0.45096,2.51573003,209.6441692,464.8841786,464.8429472
1.333,0.451,-0.4,0.45096,2.24096161,186.7468008,414.1094572,414.0727291
1.333,0.451,-0.4,0.45096,1.68615245,140.5127042,311.5857375,311.5581024
1.333,0.451,-0.4,0.45096,1.46367992,121.9733267,270.4748241,270.4508352
1.333,0.451,-0.4,0.45096,1.27052817,105.8773475,234.7821259,234.7613027
1.249,0.43,-2.2,0.43008,1.21566361,101.3053008,235.5498996,235.5937229
1.166,0.409,-4,0.4092,1.45041604,120.8680033,295.3763522,295.5207905
1.166,0.409,-4,0.4092,1.75422787,146.1856558,357.2474483,357.4221414
1.083,0.388,-5.8,0.38832,1.87592667,156.3272225,402.5731935,402.9052126
1.083,0.388,-5.8,0.38832,2.4109548,200.9129,517.3900391,517.8167526
1.083,0.388,-5.8,0.38832,2.61335642,217.7797017,560.8253545,561.2878909
1,1,-7.6,0.36744,0,0,0,0
1,1,-7.6,0.36744,0.16490035,13.74169583,37.39847549,13.74169583
1,1,-11.2,0.32568,0.20562569,17.13547417,52.61445028,17.13547417
1,1,-14.8,0.28392,0.23175475,19.31289583,68.02231556,19.31289583
1,1,-16.6,0.26304,0.32154171,26.7951425,101.867178,26.7951425
1,1,-18.4,0.24216,0.5903214,49.19345,203.1444087,49.19345
1,1,-20.2,0.22128,0.60425227,50.35435583,227.5594533,50.35435583
1,1,-20.2,0.22128,0.7196512,59.97093333,271.0183177,59.97093333
1,1,-22,0.2004,4.67351743,389.4597858,1943.412105,389.4597858
1,1,-20.2,0.22128,3.35948866,279.9573883,1265.172579,279.9573883
1,1,-16.6,0.26304,1.84222232,153.5185267,583.6318684,153.5185267
1,1,-9.4,0.34656,1.55304282,129.420235,373.4425063,129.420235
1.083,0.388,-5.8,0.38832,1.38174254,115.1452117,296.5214557,296.7660095
1.249,0.43,-2.2,0.43008,1.24196148,103.49679,240.6454381,240.6902093
1.333,0.451,-0.4,0.45096,1.27845107,106.5375892,236.2462062,236.2252531
1.333,0.451,-0.4,0.45096,1.17689449,98.07454083,217.4794679,217.4601792
1.333,0.451,-0.4,0.45096,1.11834207,93.1951725,206.6595097,206.6411807
1.249,0.43,-2.2,0.43008,0.97613225,81.34435417,189.1377283,189.1729167
1.083,0.388,-5.8,0.38832,1.08895627,90.74635583,233.6896267,233.8823604
1,1,-11.2,0.32568,1.43597082,119.664235,367.4288719,119.664235
1,1,-13,0.3048,1.66116969,138.4308075,454.1693159,138.4308075
1,1,-14.8,0.28392,1.67407687,139.5064058,491.3581496,139.5064058
1,1,-14.8,0.28392,1.91705905,159.7549208,562.6758271,159.7549208
1,1,-16.6,0.26304,2.0637797,171.9816417,653.8231511,171.9816417
1,1,-16.6,0.26304,0,0,0,0
1,1,-16.6,0.26304,0.08286106,6.905088333,26.25109616,6.905088333
1,1,-16.6,0.26304,0.17392534,14.49377833,55.10104293,14.49377833
1,1,-16.6,0.26304,0.21046876,17.53906333,66.67831255,17.53906333
1,1,-18.4,0.24216,0.24136719,20.1139325,83.06050752,20.1139325
1,1,-18.4,0.24216,0.41383462,34.48621833,142.4108785,34.48621833
1,1,-20.2,0.22128,0.73402138,61.16844833,276.430081,61.16844833
1,1,-20.2,0.22128,0.74566153,62.13846083,280.8137239,62.13846083
1,1,-20.2,0.22128,4.8679223,405.6601917,1833.243816,405.6601917
1,1,-20.2,0.22128,3.59219753,299.3497942,1352.809988,299.3497942
1,1,-16.6,0.26304,2.33430292,194.5252433,739.5272329,194.5252433
1,1,-9.4,0.34656,2.05618344,171.34862,494.4269968,171.34862
1.166,0.409,-4,0.4092,1.85015733,154.1797775,376.783425,376.9676711
1.333,0.451,-0.4,0.45096,1.68982298,140.8185817,312.2640182,312.236323
1.499,0.493,3.2,0.49272,1.71044467,142.5370558,289.2861175,289.1218171
1.582,0.514,5,0.5136,1.62542425,135.4520208,263.7305702,263.5253324
1.582,0.514,5,0.5136,1.62203859,135.1698825,263.1812354,262.9764251
1.499,0.493,3.2,0.49272,1.60956536,134.1304467,272.2244818,272.0698715
1.333,0.451,-0.4,0.45096,1.62126742,135.1056183,299.5955702,299.5689985
1.333,0.451,-0.4,0.45096,1.8695391,155.794925,345.4739334,345.4432927
1.333,0.451,-0.4,0.45096,2.27663933,189.7199442,420.7023775,420.6650647
1.333,0.451,-0.4,0.45096,2.39805903,199.8382525,443.139641,443.1003381
1.333,0.451,-0.4,0.45096,2.58726788,215.6056567,478.1037269,478.061323
1.333,0.451,-0.4,0.45096,2.65395304,221.1627533,490.4265419,490.3830451
1.333,0.451,-0.4,0.45096,0.09306212,7.755176667,17.19703891,17.19551367
1.333,0.451,-0.4,0.45096,0.23098542,19.248785,42.68401854,42.68023282
1.416,0.472,1.4,0.47184,0.71132186,59.27682167,125.6290727,125.5864866
1.416,0.472,1.4,0.47184,0.91812261,76.5102175,162.1528855,162.0979184
1.416,0.472,1.4,0.47184,1.40816959,117.3474658,248.7018181,248.6175124
1.416,0.472,1.4,0.47184,1.63113112,135.9275933,288.0798434,287.9821893
1.416,0.472,1.4,0.47184,1.89018911,157.5157592,333.8329925,333.7198287
1.416,0.472,1.4,0.47184,1.96683975,163.9033125,347.3705334,347.2527807
1.333,0.451,-0.4,0.45096,4.69608571,391.3404758,867.7942075,867.7172413
1.416,0.472,1.4,0.47184,8.0191255,668.2604583,1416.286153,1415.806056
1.499,0.493,3.2,0.49272,5.50992048,459.16004,931.8883747,931.3591075
1.582,0.514,5,0.5136,3.8874647,323.9553917,630.7542673,630.2634079
1.665,0.534,6.8,0.53448,3.08219885,256.8499042,480.5603655,480.9923299
1.748,0.555,8.6,0.55536,2.6955096,224.6258,404.468813,404.7311712
1.748,0.555,8.6,0.55536,2.16706347,180.5886225,325.1739817,325.3849054
1.748,0.555,8.6,0.55536,2.21272783,184.3939858,332.0260477,332.2414159
1.748,0.555,8.6,0.55536,3.07809942,256.508285,461.8774939,462.1770901
1.748,0.555,8.6,0.55536,3.45577308,287.98109,518.5484911,518.8848468
1.748,0.555,8.6,0.55536,4.24807665,354.0063875,637.4358749,637.8493468
1.665,0.534,6.8,0.53448,5.2248668,435.4055667,814.6339745,815.3662297
1.665,0.534,6.8,0.53448,0.50707407,42.2561725,79.0603437,79.13140918
1.665,0.534,6.8,0.53448,1.23198126,102.665105,192.0840911,192.2567509
1.665,0.534,6.8,0.53448,1.2529325,104.4110417,195.3506991,195.5262953
1.582,0.514,5,0.5136,1.81733664,151.44472,294.8690031,294.6395331
1.582,0.514,5,0.5136,1.58256111,131.8800925,256.775881,256.5760554
1.582,0.514,5,0.5136,2.07530661,172.9422175,336.7255014,336.4634582
1.499,0.493,3.2,0.49272,1.87578947,156.3157892,317.2507492,317.0705663
1.333,0.451,-0.4,0.45096,2.66681323,222.2344358,492.8029888,492.7592812
1.166,0.409,-4,0.4092,1.89099736,157.5831133,385.1004725,385.2887857
1.083,0.388,-5.8,0.38832,2.27852275,189.8768958,488.9701685,489.3734429
1,1,-7.6,0.36744,1.85636187,154.6968225,421.0124714,154.6968225
1,1,-7.6,0.36744,2.44427205,203.6893375,554.3472063,203.6893375
1.166,0.409,-4,0.4092,1.77478537,147.8987808,361.4339708,361.6107111
1.333,0.451,-0.4,0.45096,2.21674791,184.7289925,409.6349843,409.598653
1.416,0.472,1.4,0.47184,1.61407377,134.5061475,285.0672845,284.9706515
1.582,0.514,5,0.5136,1.91531843,159.6098692,310.7668792,310.5250373
1.665,0.534,6.8,0.53448,1.43346468,119.45539,223.4983348,223.6992322
1.831,0.576,10.4,0.57624,1.65842314,138.2019283,239.8339725,239.9339034
1.915,0.597,12.2,0.59712,1.15582735,96.31894583,161.3058444,161.3382677
1.915,0.597,12.2,0.59712,1.41116096,117.5967467,196.9398892,196.9794752
1.915,0.597,12.2,0.59712,1.1406988,95.05823333,159.1945226,159.2265215
1.915,0.597,12.2,0.59712,1.47570985,122.9758208,205.948253,205.9896496
1.831,0.576,10.4,0.57624,1.35559865,112.9665542,196.0408062,196.1224899
1.748,0.555,8.6,0.55536,2.16828456,180.69038,325.3572097,325.5682523
1.665,0.534,6.8,0.53448,2.01870738,168.225615,314.7463235,315.0292416
1.665,0.534,6.8,0.53448,2.82587115,235.4892625,440.5950877,440.9911283
1.582,0.514,5,0.5136,2.31149973,192.6249775,375.0486322,374.7567656
1.416,0.472,1.4,0.47184,3.19551878,266.2932317,564.3718881,564.1805756
1.333,0.451,-0.4,0.45096,2.49559123,207.9659358,461.1627103,461.1218089
1.249,0.43,-2.2,0.43008,3.42201008,285.1675067,663.0568886,663.1802481
1.166,0.409,-4,0.4092,2.55464604,212.88717,520.2521261,520.5065281
1.083,0.388,-5.8,0.38832,3.47475723,289.5631025,745.6816607,746.2966559
1,1,-7.6,0.36744,2.62881624,219.06802,596.2007947,219.06802
1,1,-7.6,0.36744,3.62071449,301.7262075,821.1577605,301.7262075
1.083,0.388,-5.8,0.38832,2.70485845,225.4048708,580.4616575,580.9403887
1.083,0.388,-5.8,0.38832,3.50875728,292.39644,752.9780593,753.5990722
1.083,0.388,-5.8,0.38832,8.31715915,693.0965958,1784.859384,1786.331433
1.083,0.388,-5.8,0.38832,11.5580569,963.1714083,2480.354883,2482.400537
1.166,0.409,-4,0.4092,7.87592826,656.327355,1603.928043,1604.712359
1.249,0.43,-2.2,0.43008,6.74554537,562.1287808,1307.033066,1307.276234
1.416,0.472,1.4,0.47184,6.13826996,511.5224967,1084.101595,1083.734103
1.416,0.472,1.4,0.47184,5.67400744,472.8339533,1002.106547,1001.76685
1.416,0.472,1.4,0.47184,5.35082598,445.902165,945.0283253,944.7079767
1.416,0.472,1.4,0.47184,4.43787725,369.8231042,783.789217,783.5235258
1.416,0.472,1.4,0.47184,4.04151748,336.7931233,713.7867144,713.5447528
1.333,0.451,-0.4,0.45096,3.99296171,332.7468092,737.8632454,737.797803
1.166,0.409,-4,0.4092,3.83554211,319.6285092,781.1058386,781.4877975
1,1,-9.4,0.34656,4.05005744,337.5047867,973.8711527,337.5047867
1,1,-11.2,0.32568,4.56415975,380.3466458,1167.853862,380.3466458
1,1,-13,0.3048,4.75734097,396.4450808,1300.672837,396.4450808
1,1,-13,0.3048,5.09260993,424.3841608,1392.336486,424.3841608
1,1,-14.8,0.28392,5.65354537,471.1287808,1659.371586,471.1287808
1,1,-14.8,0.28392,0.50844721,42.37060083,149.2342943,42.37060083
1,1,-16.6,0.26304,1.10465749,92.05479083,349.9649895,92.05479083
1,1,-16.6,0.26304,1.31200254,109.333545,415.6536839,109.333545
1,1,-16.6,0.26304,1.60725985,133.9383208,509.193738,133.9383208
1,1,-16.6,0.26304,1.75763162,146.4693017,556.8328074,146.4693017
1,1,-16.6,0.26304,1.96035665,163.3630542,621.0578397,163.3630542
1,1,-16.6,0.26304,2.14688627,178.9071892,680.1520269,178.9071892
1,1,-14.8,0.28392,2.1220706,176.8392167,622.8487485,176.8392167
1,1,-14.8,0.28392,5.57885282,464.9044017,1637.448583,464.9044017
1,1,-13,0.3048,9.58722857,798.9357142,2621.180165,798.9357142
1,1,-9.4,0.34656,5.41931392,451.6094933,1303.120653,451.6094933
1.166,0.409,-4,0.4092,4.33930319,361.6085992,883.6964789,884.1286043
1.416,0.472,1.4,0.47184,3.35438053,279.5317108,592.4290243,592.2282009
1.582,0.514,5,0.5136,2.77878495,231.5654125,450.8672362,450.5163667
1.748,0.555,8.6,0.55536,2.32328528,193.6071067,348.6155047,348.8416336
1.831,0.576,10.4,0.57624,1.98455622,165.379685,286.9979262,287.1175087
1.831,0.576,10.4,0.57624,1.85693621,154.7446842,268.542073,268.6539656
1.748,0.555,8.6,0.55536,1.81380392,151.1503267,272.1663906,272.3429309
1.582,0.514,5,0.5136,1.99944985,166.6208208,324.417486,324.1650211
1.416,0.472,1.4,0.47184,2.71689176,226.4076467,479.8398751,479.6772175
1.333,0.451,-0.4,0.45096,3.78703057,315.5858808,699.8090315,699.7469642
1.249,0.43,-2.2,0.43008,4.20927284,350.7727367,815.5988111,815.7505504
1.249,0.43,-2.2,0.43008,4.48976139,374.1467825,869.9469459,870.1087965
1.249,0.43,-2.2,0.43008,4.85574632,404.6455267,940.8610646,941.0361085
1.249,0.43,-2.2,0.43008,0.42376404,35.31367,82.10953776,82.12481395
1.249,0.43,-2.2,0.43008,1.13998417,94.99868083,220.8860696,220.9271647
1.249,0.43,-2.2,0.43008,1.29734211,108.1118425,251.3761219,251.4228895
1.333,0.451,-0.4,0.45096,1.90619817,158.8498475,352.2481983,352.2169568
1.333,0.451,-0.4,0.45096,1.75879833,146.5665275,325.0100397,324.981214
1.333,0.451,-0.4,0.45096,2.61200024,217.6666867,482.6740435,482.6312343
1.333,0.451,-0.4,0.45096,2.17771533,181.4762775,402.4221162,402.3864246
1.333,0.451,-0.4,0.45096,2.94703947,245.5866225,544.586266,544.5379656
1.333,0.451,-0.4,0.45096,5.67168735,472.6406125,1048.076576,1047.98362
1.416,0.472,1.4,0.47184,10.2369493,853.0791083,1807.983868,1807.370992
1.582,0.514,5,0.5136,6.34923577,529.1029808,1030.184932,1029.383231
1.748,0.555,8.6,0.55536,5.0911415,424.2617917,763.9401319,764.4356607
1.998,0.618,14,0.618,4.40884006,367.4033383,594.5037837,594.5037837
2.164,0.66,17.6,0.65976,4.16466789,347.0556575,526.0331901,525.8419053
2.33,0.702,21.2,0.70152,3.895052,324.5876667,462.6919641,462.3755935
2.33,0.702,21.2,0.70152,3.38409568,282.0079733,401.9956285,401.7207597
2.33,0.702,21.2,0.70152,3.44846236,287.3718633,409.6417256,409.3616287
2.33,0.702,21.2,0.70152,3.63363572,302.8029767,431.638409,431.3432716
2.247,0.681,19.4,0.68064,3.63735317,303.1127642,445.3349262,445.0995069
2.164,0.66,17.6,0.65976,4.1729324,347.7443667,527.0770684,526.885404
2.164,0.66,17.6,0.65976,4.52255341,376.8794508,571.2371936,571.029471
2.164,0.66,17.6,0.65976,4.68251591,390.2096592,591.4418261,591.2267563
2.164,0.66,17.6,0.65976,5.0800846,423.3403833,641.6581535,641.4248232
2.081,0.639,15.8,0.63888,5.45237782,454.3648183,711.1896105,711.0560537
2.081,0.639,15.8,0.63888,0.5507043,45.892025,71.83199505,71.81850548
2.164,0.66,17.6,0.65976,1.11036795,92.5306625,140.2489731,140.1979735
2.164,0.66,17.6,0.65976,1.61670244,134.7252033,204.2033517,204.129096
2.164,0.66,17.6,0.65976,2.16576002,180.4800017,273.5540222,273.454548
2.081,0.639,15.8,0.63888,2.58174501,215.1454175,336.7540344,336.6907942
2.081,0.639,15.8,0.63888,2.69734024,224.7783533,351.8318829,351.7658112
1.998,0.618,14,0.618,2.93965528,244.9712733,396.3936462,396.3936462
1.998,0.618,14,0.618,2.9758464,247.9872,401.2737864,401.2737864
1.998,0.618,14,0.618,5.89130395,490.9419958,794.404524,794.404524
2.081,0.639,15.8,0.63888,10.4901341,874.1778417,1368.297398,1368.040441
2.164,0.66,17.6,0.65976,6.82545314,568.7877617,862.1131346,861.7996389
2.247,0.681,19.4,0.68064,5.40815086,450.6792383,662.1403948,661.7903647
2.414,0.722,23,0.7224,4.56887437,380.7395308,527.048077,527.3400704
2.497,0.743,24.8,0.74328,4.21516631,351.2638592,472.5861844,472.7642788
2.497,0.743,24.8,0.74328,3.95483085,329.5692375,443.3985006,443.5655956
2.58,0.764,26.6,0.76416,3.33231082,277.6925683,363.3958442,363.4719481
2.58,0.764,26.6,0.76416,3.84348592,320.2904933,419.1406163,419.2283944
2.414,0.722,23,0.7224,3.8031719,316.9309917,438.7195344,438.9625923
2.164,0.66,17.6,0.65976,3.76305188,313.5876567,475.3056515,475.1328131
1.998,0.618,14,0.618,4.18662453,348.8853775,564.5394458,564.5394458
1.915,0.597,12.2,0.59712,4.7588278,396.5689833,664.1361591,664.2696538
1.831,0.576,10.4,0.57624,5.10775283,425.6460692,738.6610946,738.9688701
1.831,0.576,10.4,0.57624,5.55585999,462.9883325,803.4644115,803.7991884
1.915,0.597,12.2,0.59712,5.97085387,497.5711558,833.2850279,833.4525223
1.998,0.618,14,0.618,0.74915291,62.42940917,101.0184614,101.0184614
1.998,0.618,14,0.618,1.22300859,101.9173825,164.9148584,164.9148584
1.998,0.618,14,0.618,2.03334956,169.4457967,274.184137,274.184137
1.998,0.618,14,0.618,2.07501486,172.917905,279.8024353,279.8024353
1.915,0.597,12.2,0.59712,2.69073956,224.2282967,375.516306,375.5917867
1.915,0.597,12.2,0.59712,2.23828303,186.5235858,312.3720288,312.4348171
1.831,0.576,10.4,0.57624,2.83583639,236.3196992,410.1063778,410.2772555
1.831,0.576,10.4,0.57624,2.23872299,186.5602492,323.7544238,323.8893215
1.831,0.576,10.4,0.57624,5.43759674,453.1330617,786.3616925,786.6893432
1.915,0.597,12.2,0.59712,9.89338764,824.44897,1380.70902,1380.986549
1.998,0.618,14,0.618,5.95160142,495.966785,802.5352508,802.5352508
2.247,0.681,19.4,0.68064,4.45944912,371.62076,545.9872473,545.6986197
2.497,0.743,24.8,0.74328,3.35066219,279.2218492,375.661728,375.8032963
2.746,0.806,30.2,0.80592,2.89995637,241.6630308,299.8598258,299.8300631
